Inputs from 160-bit to 210-bit was generated by GMP, tests performed during development on a single core OVH-cloud-amd64 server.

| 160 bits Quadratic Sieve testing command                                                    | average  | factors shown |
| 192 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                            ./qs 3895695683592262078782944485408831969479681386929623959717 |  5614 ms | 6             |
|                            ./qs 3742532359333152856643243151920086848545679611484176909917 |  6005 ms | 2             |
|                            ./qs 3988304587303185876244152976738954401625944767445487157527 |  6233 ms | 2             |
|                            ./qs 4440397620880790362512435466217792067572669820228538182727 |  6630 ms | 2             |
|                            ./qs 5578128594720763620122538076232319275174197896389433885169 |  6755 ms | 2             |
|                            ./qs 4565676175702971394087013316314462255819649310235068580857 |  6904 ms | 2             |
|                            ./qs 5054044436371935793683943118779726125628538588622560776381 |  6941 ms | 2             |
|                            ./qs 3414714570222661473161259836291428365809281811683135722473 |  6954 ms | 2             |
|                            ./qs 5318899487067176439603099426613855395553257680915677217393 |  6989 ms | 14            |
|                            ./qs 5892097187375785064234270916034383121725913809817004154223 |  6951 ms | 2             |
|                            ./qs 3484135860125567542662970381051466171701492221845408695279 |  6989 ms | 6             |
|                            ./qs 6233124180948532965147077209604969482563738321016623429967 |  7034 ms | 2             |
|                            ./qs 5740295975293081761777244563715840421361746052051446799031 |  7008 ms | 2             |
|                            ./qs 4628285302299368030026572473275278553241627124032919079031 |  7085 ms | 14            |
|                            ./qs 3588051555994644344453838946696464112339692539008964378473 |  7056 ms | 2             |
|                            ./qs 5592382005137682857450842775682375293932965409630535359549 |  7083 ms | 6             |
|                            ./qs 4916999544450258737255310824380916045029991011883919956779 |  7144 ms | 14            |
|                            ./qs 5824211904333433799854639304009957984740182017835288306169 |  6988 ms | 2             |
|                            ./qs 5562164527135885252122561837687479631149721637377991248719 |  7081 ms | 14            |
|                            ./qs 3209306077630759763245710354964275111796427907122693990281 |  6939 ms | 6             |


| 193 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                           ./qs 11859165666896167991129245079542734033972980847492593045183 | 10449 ms | 6             |
|                           ./qs 10159217304028933318187230829728993824520133676412698937097 |  9291 ms | 6             |
|                            ./qs 7695558294170802674486635415721769657062903222163146420343 |  8865 ms | 2             |
|                           ./qs 11702734294639410106323005049910047143677253314272795226027 |  9354 ms | 14            |
|                            ./qs 9592943486700699085344267888422342464502915027579026120097 |  8988 ms | 2             |
|                            ./qs 8409894558225370772068145536049172781111855156120268831647 |  8959 ms | 14            |
|                           ./qs 10112869793040093629773724771098114097825129527906689691001 |  8819 ms | 2             |
|                            ./qs 7012050441417413778314384369934500106727734449227498456081 |  8452 ms | 14            |
|                           ./qs 10401093916873209917820276660382556628784530679988906104409 |  8427 ms | 2             |
|                            ./qs 8843949557484060897367929071907183277681169970802340276003 |  7585 ms | 2             |
|                           ./qs 10347155453180318709186276661258505423071429279364170856381 |  7582 ms | 14            |
|                           ./qs 11438248068425115164174304712908360888617104309599974981251 |  7642 ms | 14            |
|                           ./qs 11265141680738704774480386872742601439806108049131087152601 |  7584 ms | 6             |
|                            ./qs 6405391099276447471709421178460347428853884109622869256491 |  7589 ms | 14            |
|                            ./qs 9780450348967712425952924442094652191673238059074602553859 |  7672 ms | 6             |
|                            ./qs 8368148382792728559486678375568312700660280633375385337917 |  7669 ms | 6             |
|                            ./qs 8830792194854197413003261779988066489393763482642090391391 |  7733 ms | 6             |
|                            ./qs 9540780420414459921324258086263101999647906779723342010477 |  7846 ms | 6             |
|                            ./qs 7463989808875039013485208863171360053192546777257697891443 |  7866 ms | 2             |
|                           ./qs 11885486821430584708792242952295915376446293842895140660383 |  7924 ms | 14            |


| 194 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                           ./qs 22748144600487215954749738739382614554152556051246849184077 |  8302 ms | 6             |
|                           ./qs 24876804043804600702424060559675685035953642618405162829299 |  8511 ms | 6             |
|                           ./qs 19955577388991613875379781573246013108399818729111030464749 |  7379 ms | 6             |
|                           ./qs 18022590086899770847783300865412179875806269136081750743963 |  8062 ms | 2             |
|                           ./qs 17208125282933370637343558510867393997080374442416149912631 |  7548 ms | 14            |
|                           ./qs 15020539074421621252791195805616688625586042571032623747139 |  6290 ms | 2             |
|                           ./qs 21242072226277639402842286136942503657993433025514756075559 |  6513 ms | 2             |
|                           ./qs 19218297347833606758365458064392853684675364113495567283997 |  6900 ms | 2             |
|                           ./qs 21598812267819964522587184591419316985040095232124868239157 |  7165 ms | 2             |
|                           ./qs 14053244443240782655631115843845793920682432128364376150583 |  7478 ms | 2             |
|                           ./qs 15749008109894212188001590726537299659691605212864378263471 |  7510 ms | 6             |
|                           ./qs 24857532556965643031205700249489734736131852192737417865809 |  7634 ms | 14            |
|                           ./qs 16611181864620828972497675730089385026081707427526828247247 |  7518 ms | 2             |
|                           ./qs 20147523029632119808813777000955007150420750244520119691681 |  7522 ms | 2             |
|                           ./qs 25038630275568923033253871283705543552332106675171722503397 |  7665 ms | 14            |
|                           ./qs 18568519467350142365383489688750135383197294004084144667719 |  7186 ms | 2             |
|                           ./qs 14617978161080178972293822102710708904693652779141984756501 |  7319 ms | 12            |
|                           ./qs 13797201572221699552465828041403287527274192354621258903061 |  7353 ms | 2             |
|                           ./qs 19003166461225486386348343858793506898678956000355714278219 |  7404 ms | 14            |
|                           ./qs 15056807682319759358187927064894223545562627335051652317111 |  7422 ms | 2             |


| 195 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                           ./qs 47559546332825619225467620565567304895808482310516790219211 |  7932 ms | 6             |
|                           ./qs 44973370825891125323451075150695741231663201781973299321083 |  8344 ms | 2             |
|                           ./qs 27588261063113091971311783901903652459413678169978859749119 |  9600 ms | 14            |
|                           ./qs 28353629013998078012258090224010167332792872586920182601099 |  9154 ms | 6             |
|                           ./qs 26224296844754680418081444833946213380798949513789566506263 |  8995 ms | 6             |
|                           ./qs 26591515925729267815716141081029303197572236097408035722211 |  8784 ms | 6             |
|                           ./qs 44426965746353892545327522414564317246984006166549934737933 |  8734 ms | 6             |
|                           ./qs 46422894313169066720357687728214999086095713108703512399467 |  8637 ms | 6             |
|                           ./qs 28419457737317055467165401848548911369280039285318823024547 |  8477 ms | 2             |
|                           ./qs 38338591017822911494395780542810509004246050289820471478591 |  8607 ms | 2             |
|                           ./qs 38002814404857172751262474942951815877523139920667970582553 |  8544 ms | 6             |
|                           ./qs 45330648156468180114494232084726470399253039635220611505691 |  8616 ms | 28            |
|                           ./qs 28854225452421997941063545378665457368743297910401148411157 |  8802 ms | 6             |
|                           ./qs 28968905008648878308917621019366461892449405256398380333587 |  8872 ms | 6             |
|                           ./qs 43636298120733486334763947175105117817219451442883181502803 |  8797 ms | 2             |
|                           ./qs 32356345822068515558718442394426813229599741178783668906243 |  8247 ms | 2             |
|                           ./qs 30338235403448459689581327550960663430904576213975067221761 |  8298 ms | 2             |
|                           ./qs 25457102080023387113939632695885093312631846355730984000247 |  8267 ms | 2             |
|                           ./qs 46736534393200960106131393144103294829917082809453915460383 |  8219 ms | 2             |
|                           ./qs 43660026552416269016719303945900348315877664308990924738443 |  8289 ms | 28            |


| 196 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                           ./qs 87896605439459273298468862842104405586469743833248109580673 |  8783 ms | 6             |
|                           ./qs 91887017334487003140942930705780606999953747239288411694333 | 10064 ms | 46            |
|                           ./qs 97317314662021430120507469859435325111605247619694842138233 |  9275 ms | 14            |
|                           ./qs 97828664466587710949684841767468923253601266365327126434941 |  9924 ms | 2             |
|                           ./qs 72023480783699527725146548858934783504173908327993484771939 |  9334 ms | 2             |
|                           ./qs 60915690561264520767949434629721940496767833662633338843309 |  9267 ms | 6             |
|                           ./qs 85468221048903561303124103687933025584475358111291462378727 |  9271 ms | 14            |
|                           ./qs 91716373102253486679341355831843159108976339165021080746833 |  9335 ms | 6             |
|                           ./qs 61144660251240582968109457717496880959325662291987442263891 |  9103 ms | 2             |
|                           ./qs 98834114922711348887326654029001069602537838428900816446563 |  9175 ms | 2             |
|                           ./qs 66952154002349595306235358439317221673776222465865388263141 |  8341 ms | 2             |
|                           ./qs 78034919791368129910320762448344584806977890575294108772339 |  8621 ms | 2             |
|                           ./qs 62863445237810672860283727608224823185026830154475147703467 |  8841 ms | 2             |
|                           ./qs 97403510581027407586272672482505228228774772533581419250419 |  8905 ms | 2             |
|                           ./qs 50339132665606488103661574523487540624969220299793796139903 |  8970 ms | 14            |
|                           ./qs 91332930981733420028189788525183565338462157566794219036497 |  8916 ms | 2             |
|                           ./qs 72271998731073687864907512643617423186618147599267928482503 |  9003 ms | 6             |
|                           ./qs 82667925926814330479764889270457777437908296488486441823589 |  8870 ms | 2             |
|                           ./qs 64678954396584782238769564164943783419438396043010198533939 |  8745 ms | 14            |
|                           ./qs 81170637581286191000164110761356107683802315736033517833069 |  8731 ms | 2             |


| 197 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                          ./qs 128286784642906370235736757282325418086474005743724638941493 | 13396 ms | 2             |
|                          ./qs 178232024383631221536165609103062005595812044711149987101869 | 13088 ms | 2             |
|                          ./qs 103234268456581144447302497056952550309995840760494223184027 | 12940 ms | 2             |
|                          ./qs 141257944650240761481327681662913010209206110417620395156549 | 12863 ms | 6             |
|                          ./qs 147106223425400668855795059111126114737818860687876871965049 | 11930 ms | 2             |
|                          ./qs 111305541733004143343947076583079672267639515875820159035629 | 11726 ms | 2             |
|                          ./qs 163641230207969844228620544739442289697172419243541374448597 | 11415 ms | 2             |
|                          ./qs 144285963307294339233481921252078642376177822887654745576203 | 11467 ms | 2             |
|                          ./qs 140069071468792078083528706944268388754952628757227616414971 | 11290 ms | 6             |
|                          ./qs 193933353004479549345708669071903427715688869871250861515129 | 11360 ms | 2             |
|                          ./qs 154052849109658582910351711735774242359921489682843947802813 | 11327 ms | 28            |
|                          ./qs 126480828249182855992531677648159443384135752790836473749957 | 11223 ms | 2             |
|                          ./qs 182079667573440038907280346416690780124235966599708665809617 | 10360 ms | 2             |
|                          ./qs 179887632369134678773425863668820088933847327226792636492629 | 10353 ms | 12            |
|                          ./qs 142158908634738479854324210226838101210378569314120406602707 | 10320 ms | 14            |
|                          ./qs 176558826415630567314791336874451214992895493202628207822323 | 10249 ms | 2             |
|                          ./qs 143258869932481283369806019589482615383045360561962413765197 | 10177 ms | 6             |
|                          ./qs 156834798354200901700405461501739668279402552441828611278447 | 10312 ms | 2             |
|                          ./qs 134898658180656419939903875401254673617227488400381524365149 | 10221 ms | 2             |
|                          ./qs 133844677956496407453744580868008101828172935988775579125493 | 10373 ms | 14            |


| 198 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                          ./qs 255692269925398946635821551525748262020756304009005407513117 | 11579 ms | 6             |
|                          ./qs 383786083339991107070328050242414737299507530829552229432551 | 12252 ms | 14            |
|                          ./qs 211215292702283359340124026451918597817646583996161863017383 | 12296 ms | 2             |
|                          ./qs 398678510894151531492541738398530613455750446300669443399089 | 11721 ms | 2             |
|                          ./qs 341371274761904278174954371853528956072580539289488506665373 | 11238 ms | 2             |
|                          ./qs 205522476331158506825071149189008016798566467823882097189137 | 11009 ms | 6             |
|                          ./qs 383039551485275552752639702907259697326889719140691795231317 | 11401 ms | 2             |
|                          ./qs 288620378656452648934819237267650863205492137733276206677781 | 11575 ms | 2             |
|                          ./qs 384554264862400921092832648046391869191348144741186710253841 | 11845 ms | 6             |
|                          ./qs 284312056644408641536124618399733790724135817708436566020527 | 11774 ms | 2             |
|                          ./qs 233269235081331375885762392760210659663915426629796824428917 | 11593 ms | 2             |
|                          ./qs 257841069182182061164944401133320610339479774718656527034821 | 11463 ms | 2             |
|                          ./qs 284235937915818768625520521006775922700566762406669476246803 | 11444 ms | 6             |
|                          ./qs 268858114014770147147834150314809899576844774003514611895769 | 11343 ms | 2             |
|                          ./qs 364414185573959159858670310325765578287685355078909616328339 | 11409 ms | 6             |
|                          ./qs 377029163184461092745993020856676987185475087509646878941217 | 11526 ms | 6             |
|                          ./qs 378455742011830969146013203811109357515626374493142339191731 | 11814 ms | 2             |
|                          ./qs 361854014799206878857848172554382509812575196318569049570543 | 11778 ms | 14            |
|                          ./qs 379802439738878428915225651596236672413962987582713156145349 | 11819 ms | 2             |
|                          ./qs 251047024429459910828355448910396833444805731337218550238553 | 11847 ms | 2             |


| 199 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                          ./qs 511482903128579908138559327205446124156934623336041938267237 | 11337 ms | 14            |
|                          ./qs 676007432098779368107479274077370425574363439518375576727923 | 10910 ms | 14            |
|                          ./qs 537115826821181014944128026812759351106081813078362090156599 |  7275 ms | 2             |
|                          ./qs 409881495341336611830732291860426737411524385120056228532043 |  8175 ms | 2             |
|                          ./qs 794399332882076611814312236867668564782247906158715098488319 |  8778 ms | 6             |
|                          ./qs 625887733509831293743644433085134169110565348534605276987657 |  9243 ms | 2             |
|                          ./qs 785053735923081487676209750250525270767527477883478223707173 |  7923 ms | 2             |
|                          ./qs 683301675082563863420625015501108020054165567747119807009003 |  8871 ms | 2             |
|                          ./qs 459953301479542547555133633358316142197738777409550445391509 |  9081 ms | 6             |
|                          ./qs 545616424049277494846544729659906212533302552173892865404047 |  9767 ms | 2             |
|                          ./qs 681897645106310944482623422947026693859305041075491466278541 |  9805 ms | 6             |
|                          ./qs 707806724306294025948529670905350636908373866994039813645083 |  9887 ms | 2             |
|                          ./qs 676294062530406119885800565205724301287259567653717956023281 |  9988 ms | 2             |
|                          ./qs 790359730418810344812792765520836439720075089289929557470549 | 10272 ms | 2             |
|                          ./qs 537829599605130947741254959100155586168988817747919179901387 | 10526 ms | 6             |
|                          ./qs 409782000313574119245367897894786221162633614973472173400061 | 10665 ms | 14            |
|                          ./qs 711965349149822923387600822729174406656421643957331847971483 | 10734 ms | 14            |
|                          ./qs 591774482218351180683058993095350523952378589626459891340611 | 10801 ms | 6             |
|                          ./qs 745191707607118099449983469513410993812041560596790976406189 | 10827 ms | 6             |
|                          ./qs 474656211308741320867148238678806033983478277958239017316811 | 10851 ms | 2             |


| 200 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                         ./qs 1184547546862048144036800488330595479251903254600587137668329 | 14819 ms | 2             |
|                         ./qs 1067837086078909396390545059477997187604505302621654531170897 | 14469 ms | 14            |
|                         ./qs 1234328293815257504552384541589528078495374574751764525403443 | 15338 ms | 14            |
|                         ./qs 1568398999200991468099512024456515695241947923267512248172461 | 15153 ms | 14            |
|                         ./qs 1072748647721771498098013656290726691693753764841746881130107 | 15668 ms | 6             |
|                          ./qs 819358500810406989963339991896112418448305085128326462169339 | 15659 ms | 2             |
|                         ./qs 1496215172747538376155390509916229732465183153438308495711017 | 14895 ms | 2             |
|                          ./qs 869209839405052953040132282946137325187719801685920151042287 | 15152 ms | 6             |
|                         ./qs 1538454037957336544591647189358372851808745926547326079000233 | 14947 ms | 2             |
|                          ./qs 964387001893073616845630011758345084148414930097944050031739 | 14942 ms | 14            |
|                         ./qs 1245696559297053439966079247595320611541613885862356645966621 | 14711 ms | 6             |
|                          ./qs 952115897210126389092159761696214167992759050508767113168987 | 14515 ms | 6             |
|                         ./qs 1154776578492653893543484210002386398679159541468055834050151 | 14560 ms | 2             |
|                          ./qs 898432471028446223747487266668626918583670649400922865817679 | 14473 ms | 2             |
|                         ./qs 1494650430242423348091780247705210888965160104423366649754153 | 14550 ms | 6             |
|                         ./qs 1187259978410156352032180880815532734985924994426137531953683 | 14619 ms | 14            |
|                         ./qs 1345144116660246154458178382112109285369578655740294211007279 | 14711 ms | 6             |
|                          ./qs 858129661603793273502717928267134877340470755172092708301871 | 14906 ms | 6             |
|                         ./qs 1525200884376755879058773863828956827896264607271730044156811 | 14728 ms | 6             |
|                         ./qs 1111710859989875029525530153514856723516846341757560392041093 | 14582 ms | 2             |


| 201 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                         ./qs 2057220914065286360937669621096816680009533051772670883720571 | 13714 ms | 2             |
|                         ./qs 2820744805720447372056771234151630852001317336843310709445723 | 12691 ms | 6             |
|                         ./qs 1861640333620448530709546759311491397217625684673627456834951 | 13801 ms | 14            |
|                         ./qs 1998273808410310923750519909632929025686684993103526562886837 | 13967 ms | 28            |
|                         ./qs 2539841473700074785296387161100209656760646023966220401818523 | 13362 ms | 6             |
|                         ./qs 2309478874067172538521882175406202245774051809362841523948227 | 14273 ms | 2             |
|                         ./qs 1818499224291658508082558355300386476875484727205981838646901 | 14134 ms | 12            |
|                         ./qs 1611437671630473225409784788319411964006697740208656176832971 | 13971 ms | 6             |
|                         ./qs 3117331027617162510110404718190224113571858196467633076201121 | 14010 ms | 6             |
|                         ./qs 2607406676409638589033875508013082908251657331480951310026951 | 14446 ms | 12            |
|                         ./qs 1831174601066318603337583525335719308879798916589693289510349 | 14347 ms | 2             |
|                         ./qs 3008033889665934840890493784561826324597999589494068541774021 | 14438 ms | 6             |
|                         ./qs 2268988696019471767258445616658969396334806029419954180997983 | 13328 ms | 2             |
|                         ./qs 2963325345720290260591919979489732627363820034696569815889009 | 13255 ms | 2             |
|                         ./qs 2623659199547510676913306992705788766820830604567163163328139 | 13223 ms | 6             |
|                         ./qs 1643553339252943966786243478852176413472657013204392931881111 | 13242 ms | 6             |
|                         ./qs 2945179293180789497481679367476830794494781991802898062245559 | 13295 ms | 2             |
|                         ./qs 2340034595627927939986398018232641697652164701202535042305451 | 13676 ms | 28            |
|                         ./qs 1666242382868763967593412356597440552774445323685115992847691 | 13837 ms | 6             |
|                         ./qs 2924670487595399048006596999852340643908862740231565110731421 | 14029 ms | 14            |


| 202 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                         ./qs 6354582591310929530376300246742480055374284546572058129828101 | 20055 ms | 2             |
|                         ./qs 5772044121144834190567952515583035383428750001433687984338419 | 17825 ms | 2             |
|                         ./qs 5626830094077553128740057112473257148445050291911544114146093 | 17582 ms | 6             |
|                         ./qs 3924017745987569253070502866360924632171791352813839279756147 | 15850 ms | 14            |
|                         ./qs 3671923631715612532825381496672312639250659973214264684633261 | 15618 ms | 2             |
|                         ./qs 3482045890861448002916297436974331759546613787050125308952479 | 15915 ms | 6             |
|                         ./qs 4728243632952112592545526026823847836372146436176991302955963 | 16096 ms | 6             |
|                         ./qs 3874166335932804915161205541001891804620822028088275295941653 | 16662 ms | 14            |
|                         ./qs 6251258577153647794893925466965593612204496288648004418297839 | 16854 ms | 6             |
|                         ./qs 3598616170145130171516173492899514428383973976809655679894703 | 16395 ms | 2             |
|                         ./qs 5395171940919553694078537574927196804603516245653071716663883 | 16430 ms | 6             |
|                         ./qs 5802998739209367149289137196098666960438154715457454102076081 | 16298 ms | 2             |
|                         ./qs 5512834820956875855429657190196243362437383670642161707478267 | 15044 ms | 2             |
|                         ./qs 6056828193089934708489831939265028847770152036821124365126793 | 15620 ms | 6             |
|                         ./qs 5694707441392242951515038554797424311970028766257414432313399 | 15694 ms | 6             |
|                         ./qs 3430975344642190356740648717294293500707638595816635745741707 | 15453 ms | 6             |
|                         ./qs 5264912965199407997513312934567156493756366739712310657582303 | 15731 ms | 14            |
|                         ./qs 4148500533019748807327765948360557946958307744682546894259151 | 15740 ms | 6             |
|                         ./qs 5579547431375608174881329305463255678791914758117153557712891 | 15738 ms | 2             |
|                         ./qs 3412645732210224822651845812992171433178412150124424482190947 | 15841 ms | 6             |


| 203 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                         ./qs 8262603903496579321662081971998438666996351397209076907794039 | 21517 ms | 2             |
|                        ./qs 10743388076454369904796926654314846268016506490207059696232033 | 20687 ms | 30            |
|                         ./qs 8612007782613554936079013904678971654798684968072809538035561 | 17501 ms | 6             |
|                         ./qs 6710834796836900527060441124515920521087900553400187527971583 | 18233 ms | 14            |
|                         ./qs 6652432085020161585204545003280446426346238111025830669873213 | 19081 ms | 6             |
|                        ./qs 10454269923560820360002684036184224927169711036641153162881993 | 19133 ms | 2             |
|                         ./qs 7418043002091251360397162008414827373102500145326477733981771 | 18939 ms | 6             |
|                        ./qs 10765291060589150672384758927307858557931520400633651133086631 | 19057 ms | 6             |
|                        ./qs 10433399118103082441075322409688025879868468224931153795955207 | 18971 ms | 2             |
|                        ./qs 10005721367033526472037517157424454800843846625942945463401643 | 19026 ms | 2             |
|                         ./qs 6947930178367141921987197735931039786127655457737435756247643 | 19263 ms | 6             |
|                        ./qs 10743464187318403120053608464741359998751363097804580170162697 | 19323 ms | 6             |
|                         ./qs 9999996800823193986838800935528307155346687030679044304436129 | 19243 ms | 2             |
|                         ./qs 8242924792364848681544380161384375981429359694824583090165211 | 18822 ms | 2             |
|                        ./qs 11130889459007469414456955626811926781805507835136211055540547 | 18806 ms | 14            |
|                        ./qs 11610950643340609293262253229846104783250625009302433263738503 | 18536 ms | 14            |
|                         ./qs 8231887210307211655361544135380530283493982305980420282969081 | 18462 ms | 2             |
|                        ./qs 12163338622214475262942866284759969695808273955758031505109843 | 18299 ms | 14            |
|                         ./qs 7855570953692100381811197305882546400158523382952654570891281 | 18235 ms | 14            |
|                        ./qs 12156743678017649665426266335897141390034796077671464093463587 | 18219 ms | 6             |


| 204 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                        ./qs 15382400671578498494638443945869500260575064579587466324114589 | 16422 ms | 2             |
|                        ./qs 21230047929171327324313072184057812660815404277344785497591163 | 19887 ms | 14            |
|                        ./qs 14581062603971474318183418219592070042847923485907708761301461 | 19764 ms | 6             |
|                        ./qs 24411437415249238366195703563271342429779512036473543627004901 | 20266 ms | 14            |
|                        ./qs 14688099439298476640319039668758726886788827278562848934949039 | 20363 ms | 2             |
|                        ./qs 25279883083335640440758546849043159771680239948799198448339991 | 20242 ms | 6             |
|                        ./qs 18939671011724536876259763581700981355868589232326642417222961 | 19487 ms | 2             |
|                        ./qs 22819426538826609444663324644179409658625011029191489444901921 | 19126 ms | 2             |
|                        ./qs 19361417920692257642836616676350150646838083142988634029026471 | 18854 ms | 6             |
|                        ./qs 18154992677182215084070963453295167688351819201057126918412847 | 19185 ms | 14            |
|                        ./qs 22954662543144730054972055205515240756481211686580118103662569 | 18543 ms | 14            |
|                        ./qs 14217932049091254116193822403735324167238845671824936614285289 | 18711 ms | 2             |
|                        ./qs 22283900834025848454842072628828799185450251589899277585483823 | 19022 ms | 2             |
|                        ./qs 25078338965158541356515348756391466290132207173243545873949943 | 19356 ms | 14            |
|                        ./qs 22701152230312683890213719605011940557719610867267495275717777 | 19622 ms | 14            |
|                        ./qs 23372558389785933260942226511726064414600668237898701951611893 | 19396 ms | 2             |
|                        ./qs 13180615177605681413596392046645694344828252777456970583899131 | 19161 ms | 2             |
|                        ./qs 19757005355547809278613115885501815580568746684714111481016419 | 19218 ms | 2             |
|                        ./qs 20092095709004913298577425947027682045569927836790255987487159 | 19226 ms | 14            |
|                        ./qs 24946000283032331903686396376413217975633180676241645688132167 | 19115 ms | 2             |


| 205 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                        ./qs 25978041043613221118033807753547063949486950169750051734611497 | 19725 ms | 12            |
|                        ./qs 47397164294148710259339343585308708240923851099548237115217761 | 18699 ms | 2             |
|                        ./qs 29276367316202450923849050505373345576936112326646608933521769 | 20692 ms | 6             |
|                        ./qs 38269153834024539694266205945883803576899998329241934638009969 | 21383 ms | 2             |
|                        ./qs 43966509639455179710586326780464800478654778909819544412884391 | 23122 ms | 6             |
|                        ./qs 44395283581837788960255482811337710159685111515749782520488529 | 22546 ms | 2             |
|                        ./qs 29719425901744555036124310557962677795003935979536743832347363 | 22741 ms | 2             |
|                        ./qs 34698813055256576430609315040281962281575151683563831595691457 | 22447 ms | 26            |
|                        ./qs 34183595974890245612086039379743426332322462648030540209017467 | 22800 ms | 6             |
|                        ./qs 39795855210381005669059687872586885818425299480564333327295669 | 22917 ms | 6             |
|                        ./qs 29516312585711153977510386698913178315088957972144400212610919 | 22200 ms | 2             |
|                        ./qs 47815604982099332559451978338352008019785020111121995331654349 | 22414 ms | 6             |
|                        ./qs 45676101354869467427101633094782089794018524921927460303452487 | 22687 ms | 14            |
|                        ./qs 49233345743245671788686710108254872604063893618916159077244159 | 22772 ms | 14            |
|                        ./qs 47689298734584705365896410319904715317652777702508778606292151 | 22649 ms | 6             |
|                        ./qs 44896002392680767396406580779896218801643708359963447876303873 | 22770 ms | 2             |
|                        ./qs 42506230888345409466966353395801679040466497509681254501566671 | 23252 ms | 6             |
|                        ./qs 44491004683333497251587700711308069943969909269260826225614539 | 23306 ms | 14            |
|                        ./qs 44843727429372488696575360187783551913351239871331486076554103 | 23216 ms | 2             |
|                        ./qs 26980174386586149397224828004173149319186349099467644632266041 | 23232 ms | 6             |


| 206 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                        ./qs 87504488331949905727236331106660001345073548936270175854658471 | 22620 ms | 30            |
|                        ./qs 65002381263258394179857352915342150706901131953877940363340131 | 21221 ms | 6             |
|                        ./qs 64171735198340068762819555321185569344115449050259359214777687 | 23584 ms | 2             |
|                        ./qs 95771089895383988939735573260942158151617265883245346488832953 | 23862 ms | 6             |
|                        ./qs 79845466847446643400064380362061558217302007927018719091240513 | 24460 ms | 6             |
|                        ./qs 56461473598183205341257230850293221774342217403208258581541961 | 24670 ms | 30            |
|                        ./qs 88847828974387748930269742414865019864188317588127034522016491 | 24475 ms | 14            |
|                        ./qs 66650825816010938212576072091863834238550231217467040583514761 | 23488 ms | 2             |
|                        ./qs 59543283657496664473339808976492156579879370394851655308647877 | 23461 ms | 2             |
|                        ./qs 54258922130940956253560721842242299219066389429450581976763689 | 23256 ms | 30            |
|                        ./qs 66751181234902901493284573359862542649178900727237282992102149 | 22982 ms | 2             |
|                        ./qs 84785829694910165364424663816648155290526529373960913502686821 | 23029 ms | 2             |
|                        ./qs 94752367528688081644069488919765434581788387385176341399853447 | 23129 ms | 6             |
|                        ./qs 87436074062118607370827931414886695967968849742868332465483571 | 23318 ms | 6             |
|                        ./qs 88369449450256079843497442263985750249888097742590811206631861 | 23277 ms | 2             |
|                        ./qs 87382496060993884554916187443278988843744696654544991008576939 | 23536 ms | 14            |
|                        ./qs 59657003269304800920269887486854488422516533937113972106902329 | 22152 ms | 2             |
|                        ./qs 57151314474598141881782428933065951396349445980509852410938937 | 22102 ms | 6             |
|                        ./qs 52826219053232245186879113305455868476096627881201280682660197 | 22144 ms | 6             |
|                        ./qs 56344993438977231171919809717557720135383210324048857405709373 | 22236 ms | 14            |


| 207 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                       ./qs 185188977074613190467987216003563526107709139045158944701509971 | 29474 ms | 6             |
|                       ./qs 106375116262910103531824429114690139287403709481442075924963691 | 25192 ms | 14            |
|                       ./qs 155151711675301965915631240437851958529215356305777510908238799 | 25654 ms | 28            |
|                       ./qs 165639545518459206047744750760493932594938140150048719133445921 | 25101 ms | 2             |
|                       ./qs 173507664353272176570614163740770224924198419261747780305196203 | 25941 ms | 14            |
|                       ./qs 136284049409322259914514631345437769144343257780675831509010621 | 26045 ms | 14            |
