Inputs from 60-bit to 160-bit was generated by GMP, tests performed during development on a single core OVH-cloud-amd64 server.

| 60 bits Quadratic Sieve testing command                                                     | average  | factors shown |
|                                                   ./qs 27567483591796093862980668165477677 |    95 ms | 14            |
|                                                   ./qs 40588564106495204533865121045711191 |    95 ms | 6             |
|                                                   ./qs 40825588953596684233325741300598029 |    94 ms | 2             |
|                                                   ./qs 23342100713343640391849153953129481 |    96 ms | 2             |
|                                                   ./qs 26414678185198329819072077897393969 |    95 ms | 2             |


| 116 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                   ./qs 44352965734610869965933912233974319 |    84 ms | 2             |
|                                                   ./qs 68845071701206752041156803769227807 |    86 ms | 6             |
|                                                   ./qs 71771298137954143698464666185136449 |    92 ms | 6             |
|                                                   ./qs 48501471257322863668827256680747043 |    93 ms | 6             |
|                                                   ./qs 71003603887096320930258471832821841 |    92 ms | 2             |
|                                                   ./qs 67630226158648796095681593747251161 |    93 ms | 2             |
|                                                   ./qs 74936905465670767031089381834299107 |    94 ms | 6             |
|                                                   ./qs 73050778708252084705112257002024761 |    93 ms | 2             |
|                                                   ./qs 79507295475947281586777733609943211 |    94 ms | 2             |
|                                                   ./qs 51505065839510548962204942124791911 |    94 ms | 2             |
|                                                   ./qs 79471092389391309198783733589048899 |    95 ms | 2             |
|                                                   ./qs 49476947864760799589050492827727399 |    96 ms | 2             |
|                                                   ./qs 45545238060485661497590921849317173 |    96 ms | 6             |
|                                                   ./qs 54700568710264879795729297559312501 |    97 ms | 6             |
|                                                   ./qs 44904586407276025871069810281109657 |    97 ms | 2             |
|                                                   ./qs 58233104395524614314079400912662939 |    97 ms | 2             |
|                                                   ./qs 75219620901959814105446817083695967 |    97 ms | 6             |
|                                                   ./qs 55587570370686546349673759761981417 |    97 ms | 2             |
|                                                   ./qs 55523611857338633705543725859110147 |    97 ms | 6             |
|                                                   ./qs 67312553964580562047370675357967677 |    97 ms | 6             |


| 117 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                  ./qs 155945934219020075608433880305500279 |    88 ms | 2             |
|                                                  ./qs 164603459916872183533637164800974507 |    90 ms | 6             |
|                                                   ./qs 96186061374529897565445736378472191 |    88 ms | 6             |
|                                                  ./qs 128999443710416529562934615863200839 |    92 ms | 2             |
|                                                  ./qs 140269836559474745696450866135976813 |    93 ms | 28            |
|                                                  ./qs 106783801274683207166918921782953287 |    94 ms | 6             |
|                                                  ./qs 134494804243197168411115988497915577 |    94 ms | 2             |
|                                                  ./qs 128664093318948318659430159314800739 |    96 ms | 2             |
|                                                  ./qs 146613551793841426856847245371834901 |    96 ms | 14            |
|                                                   ./qs 86744565687307638480791034736974883 |    97 ms | 2             |
|                                                  ./qs 126825568905752587650589498711836607 |    97 ms | 6             |
|                                                   ./qs 88992240081888583066237793869759097 |    97 ms | 6             |
|                                                  ./qs 131852799114208607991469365472873883 |    97 ms | 6             |
|                                                  ./qs 142787285431637414266048539210888931 |    96 ms | 6             |
|                                                  ./qs 126981418186433609042682956812481263 |    97 ms | 2             |
|                                                   ./qs 94443857141881796426690352125703787 |    97 ms | 6             |
|                                                  ./qs 165894004005960950795456739527128627 |    97 ms | 6             |
|                                                  ./qs 113442247174285835241039811777205851 |    97 ms | 6             |
|                                                  ./qs 143198749922816880742133836314727133 |    97 ms | 6             |
|                                                  ./qs 120839845044279766637949130137132181 |    96 ms | 6             |


| 118 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                  ./qs 183316654381224176902503812408337643 |    76 ms | 2             |
|                                                  ./qs 198354079418907116466458695619031079 |    90 ms | 2             |
|                                                  ./qs 307897436042395808054858775603357239 |    91 ms | 2             |
|                                                  ./qs 296963600940560574513835273864312297 |    93 ms | 6             |
|                                                  ./qs 234206184641186950980018891037305251 |    98 ms | 6             |
|                                                  ./qs 233830934772727370586854580776672447 |    98 ms | 2             |
|                                                  ./qs 323007226437420754779679006236249521 |    98 ms | 6             |
|                                                  ./qs 229794973443029798056806679623591247 |    99 ms | 2             |
|                                                  ./qs 247640010257198673127954473106383673 |   100 ms | 6             |
|                                                  ./qs 265635346501243232022138520121286949 |   100 ms | 2             |
|                                                  ./qs 245098245043590888865440037383040763 |   100 ms | 6             |
|                                                  ./qs 169577388758514573731916428689534403 |   101 ms | 2             |
|                                                  ./qs 273349110928055724274410075029133571 |   100 ms | 14            |
|                                                  ./qs 245648769590928414468212572786438607 |   100 ms | 2             |
|                                                  ./qs 258064790222275491235249411726792867 |   100 ms | 6             |
|                                                  ./qs 243495239830662835900360137927749087 |   100 ms | 2             |
|                                                  ./qs 190571670928700167223089690672853347 |    99 ms | 6             |
|                                                  ./qs 200692728987986033275086115654448401 |    99 ms | 14            |
|                                                  ./qs 263292661662932946722895141611148949 |    99 ms | 6             |
|                                                  ./qs 312337151070870498871070947759979287 |    99 ms | 2             |


| 119 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                  ./qs 579872285794064233182720726633362917 |   101 ms | 2             |
|                                                  ./qs 447370718578074757897759027656801583 |    95 ms | 2             |
|                                                  ./qs 336674351153739560949653427711829177 |   101 ms | 2             |
|                                                  ./qs 340097379877759959649174620270092461 |    98 ms | 2             |
|                                                  ./qs 555133340611864917488724419823723173 |   100 ms | 6             |
|                                                  ./qs 476296308946014075212288061606611873 |    99 ms | 2             |
|                                                  ./qs 553404646781121354418025545484609713 |   100 ms | 6             |
|                                                  ./qs 390215804531912911218247694041170257 |    99 ms | 2             |
|                                                  ./qs 422905254376912121567131531649116943 |    98 ms | 2             |
|                                                  ./qs 363436929346986210274035890853294703 |    98 ms | 2             |
|                                                  ./qs 424753749325214124991137223150394507 |    99 ms | 14            |
|                                                  ./qs 411082270782704533956352375627746577 |    99 ms | 2             |
|                                                  ./qs 634456510666962300310458963233339663 |    99 ms | 6             |
|                                                  ./qs 515283313509415163900653097743068911 |    99 ms | 6             |
|                                                  ./qs 643551651711224194356392558218685383 |    99 ms | 2             |
|                                                  ./qs 553313734228006728310877764620464609 |    99 ms | 2             |
|                                                  ./qs 340223602355776619146094659517574859 |   100 ms | 2             |
|                                                  ./qs 620875433965154021140006197662626903 |   100 ms | 2             |
|                                                  ./qs 611108290715805968130776471759205581 |   100 ms | 6             |
|                                                  ./qs 503426022774969850072761593104749451 |   101 ms | 2             |


| 120 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                  ./qs 747516884470593392143949646372487051 |    97 ms | 2             |
|                                                  ./qs 804511609611039318148274239134239623 |    98 ms | 6             |
|                                                  ./qs 709397635165702471847882392857262609 |    98 ms | 2             |
|                                                 ./qs 1190676644026070767765247992660543819 |   100 ms | 6             |
|                                                 ./qs 1306919356973628205684123969370325563 |   104 ms | 6             |
|                                                  ./qs 744916114807404618209689778998013221 |   104 ms | 2             |
|                                                  ./qs 755398293879687608426226995055700289 |   102 ms | 6             |
|                                                 ./qs 1049181654796686765376744664151253601 |   104 ms | 2             |
|                                                 ./qs 1209777038787137381825909306910216473 |   104 ms | 6             |
|                                                 ./qs 1071664999737052430032696809627594233 |   104 ms | 6             |
|                                                 ./qs 1321001063553172660294302684175578709 |   103 ms | 2             |
|                                                  ./qs 949541202019267099062494519349827273 |   103 ms | 2             |
|                                                  ./qs 896439385222579010396733669667893013 |   102 ms | 2             |
|                                                 ./qs 1274888035186848354439526931082901323 |   102 ms | 2             |
|                                                 ./qs 1119317744481199502889973638472462601 |   102 ms | 2             |
|                                                  ./qs 705253819818700475286046425938789069 |   101 ms | 2             |
|                                                 ./qs 1216220500106275766795915411096718773 |   101 ms | 14            |
|                                                 ./qs 1152314169244936677009160950659707039 |   101 ms | 2             |
|                                                 ./qs 1205520114881615792519834815751453131 |   101 ms | 6             |
|                                                  ./qs 682863569252943825336504398857004327 |   101 ms | 6             |


| 121 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                 ./qs 1575292999948965261127873024891824007 |   100 ms | 2             |
|                                                 ./qs 1504324328643991341574494814840223603 |    99 ms | 2             |
|                                                 ./qs 1581548619548249866297398385029892189 |   100 ms | 6             |
|                                                 ./qs 2214628144502246307842517498512430209 |   102 ms | 6             |
|                                                 ./qs 1388120669745409278733233846107491859 |   102 ms | 14            |
|                                                 ./qs 1801659824898672035778312737128041821 |   102 ms | 6             |
|                                                 ./qs 1965882968356025180043646434877608697 |   103 ms | 2             |
|                                                 ./qs 1644683472179809145974437057781405993 |   102 ms | 6             |
|                                                 ./qs 1760231034867996429798299936959939303 |   103 ms | 6             |
|                                                 ./qs 2167576161288662902101515111077889021 |   102 ms | 2             |
|                                                 ./qs 2235218755709335178850751778528461627 |   104 ms | 6             |
|                                                 ./qs 1372526409673220781715282451046004469 |   103 ms | 2             |
|                                                 ./qs 2536943461681887698219082386829734221 |   103 ms | 2             |
|                                                 ./qs 1820479220057213752965294503231155657 |   103 ms | 14            |
|                                                 ./qs 2165937302997812169807234628352248099 |   102 ms | 6             |
|                                                 ./qs 1799697363797292933053604799884372059 |   102 ms | 6             |
|                                                 ./qs 1850654269429801996544326139434851233 |   102 ms | 2             |
|                                                 ./qs 2526846722962511519705648437178216509 |   103 ms | 2             |
|                                                 ./qs 1542236995449855169477227694062062119 |   103 ms | 6             |
|                                                 ./qs 2622417377217328074589579734221074001 |   103 ms | 2             |


| 122 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                 ./qs 4583399544033180613386223903690749847 |    92 ms | 2             |
|                                                 ./qs 2812331441707696919420212590576574711 |   116 ms | 2             |
|                                                 ./qs 3916331233214498429542793072215200757 |   115 ms | 2             |
|                                                 ./qs 3556970745395381138156601242166350239 |   113 ms | 14            |
|                                                 ./qs 4956975123830312347337875680298540709 |   115 ms | 6             |
|                                                 ./qs 4766632600046076332821982384887816807 |   114 ms | 6             |
|                                                 ./qs 3959745550474883318415014124479872063 |   113 ms | 2             |
|                                                 ./qs 4170298992959784279838503395597020777 |   112 ms | 2             |
|                                                 ./qs 5188279531520165007420666717958051423 |   112 ms | 14            |
|                                                 ./qs 4781031400450080719229362041048445113 |   112 ms | 2             |
|                                                 ./qs 3375776376670648541218305441183878123 |   112 ms | 6             |
|                                                 ./qs 4514672048396479992965291059972642141 |   111 ms | 2             |
|                                                 ./qs 3759930804322896350182399366715449157 |   111 ms | 2             |
|                                                 ./qs 3611956613049281868573275447218116331 |   111 ms | 6             |
|                                                 ./qs 5241031915748856747137402829421801133 |   112 ms | 2             |
|                                                 ./qs 4293098939484599283701889745259963119 |   110 ms | 2             |
|                                                 ./qs 3419830213457298550514825555321392223 |   109 ms | 14            |
|                                                 ./qs 4537323818336736137765886434688616939 |   109 ms | 2             |
|                                                 ./qs 3890974401036972660465827816299599793 |   109 ms | 6             |
|                                                 ./qs 4230152999088516084693815647493791547 |   109 ms | 2             |


| 123 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                 ./qs 8688900687525639645876428801587081369 |   118 ms | 2             |
|                                                ./qs 10238630090197713525756007823061712903 |   112 ms | 2             |
|                                                 ./qs 9786861724048039174082007310403279197 |   111 ms | 2             |
|                                                 ./qs 9296958679882544520478775900865134069 |   112 ms | 6             |
|                                                 ./qs 6686873497163005719884101474995491339 |   116 ms | 6             |
|                                                 ./qs 5842530617504998514287481886590325509 |   114 ms | 2             |
|                                                 ./qs 8418810970317065522840533019345078003 |   114 ms | 2             |
|                                                 ./qs 5495353073785291587306695639338037797 |   113 ms | 6             |
|                                                ./qs 10385170204014351198922282750763981293 |   112 ms | 6             |
|                                                 ./qs 8206239784399718319657791124110956367 |   112 ms | 6             |
|                                                 ./qs 7649532365250907137716383158115524683 |   111 ms | 14            |
|                                                 ./qs 6692642751252843019408028878716139121 |   111 ms | 6             |
|                                                 ./qs 9209504486673419719791862900483629047 |   111 ms | 14            |
|                                                 ./qs 6695616204405115370491729533749565433 |   111 ms | 2             |
|                                                 ./qs 9408441707120822148012521436985423963 |   111 ms | 2             |
|                                                 ./qs 5825721833865969380345393161990608433 |   111 ms | 6             |
|                                                 ./qs 8561730936691053532117655309905301969 |   110 ms | 2             |
|                                                 ./qs 7340221570874950052209161410889811733 |   109 ms | 14            |
|                                                 ./qs 6038984752685184923065874912053556219 |   109 ms | 6             |
|                                                 ./qs 7561970468737478835898992379394293631 |   109 ms | 14            |


| 124 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                ./qs 11479987007320032857243950475264546729 |   113 ms | 2             |
|                                                ./qs 10978496469146400554876764043450687873 |   110 ms | 6             |
|                                                ./qs 11320668882824772183126608409743860979 |   114 ms | 6             |
|                                                ./qs 13619262027259588733085926383251339007 |   114 ms | 2             |
|                                                ./qs 19455604511439058287394358040332043839 |   116 ms | 14            |
|                                                ./qs 15218464310381602585994355587403970831 |   115 ms | 2             |
|                                                ./qs 18903291757307479394183210320185704171 |   113 ms | 14            |
|                                                ./qs 14388716818234165235190941462367232729 |   112 ms | 2             |
|                                                ./qs 10679868539114170950864742156086976241 |   112 ms | 2             |
|                                                ./qs 14253372617770035309594102741122418667 |   112 ms | 6             |
|                                                ./qs 20523412487655256606720489320884319431 |   113 ms | 6             |
|                                                ./qs 19311043994513083202740595259758498857 |   112 ms | 2             |
|                                                ./qs 13250165701034463234667771365566850539 |   112 ms | 2             |
|                                                ./qs 11294942212705590654187232541036616247 |   112 ms | 2             |
|                                                ./qs 20077963038853934997695890091317953571 |   113 ms | 6             |
|                                                ./qs 12445095470206240782827087480007289199 |   113 ms | 6             |
|                                                ./qs 19436244791413204711688298262151640287 |   112 ms | 6             |
|                                                ./qs 19360208072536954417971848895921878963 |   112 ms | 2             |
|                                                ./qs 13198778815342212103496943131638429433 |   113 ms | 6             |
|                                                ./qs 16172384229502554952672480852916203793 |   112 ms | 2             |


| 125 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                ./qs 30981428227609749170377194576716732257 |    92 ms | 2             |
|                                                ./qs 42018227634552717292623720861737617847 |    94 ms | 2             |
|                                                ./qs 36215687573246927123191020822785068883 |    99 ms | 2             |
|                                                ./qs 32189048622547970289321718790362007081 |   100 ms | 2             |
|                                                ./qs 30376654726915413247554845279942339219 |   104 ms | 2             |
|                                                ./qs 41807923542561588472642693348221838907 |   108 ms | 6             |
|                                                ./qs 29796631262558519482273436998238415773 |   109 ms | 2             |
|                                                ./qs 35748503198896311581159940550635901559 |   109 ms | 6             |
|                                                ./qs 25140084847397497841213219741234831669 |   108 ms | 2             |
|                                                ./qs 23764687113808637579595766929212032327 |   109 ms | 2             |
|                                                ./qs 21279990165155076872427065482633361999 |   110 ms | 6             |
|                                                ./qs 37123126616115886014427150230692638691 |   110 ms | 14            |
|                                                ./qs 34994205530940184691309073454796562743 |   110 ms | 6             |
|                                                ./qs 21409990311547273312146178410827348929 |   110 ms | 2             |
|                                                ./qs 30856599951935257938478173593075989363 |   110 ms | 2             |
|                                                ./qs 40471096523861841651375498083262524093 |   110 ms | 2             |
|                                                ./qs 24059813574164039723923443808863660827 |   111 ms | 2             |
|                                                ./qs 23768764477568133404539742936862298079 |   111 ms | 2             |
|                                                ./qs 22526548389820497843268890803482597297 |   111 ms | 2             |
|                                                ./qs 27576367995925105299033600098579634011 |   112 ms | 6             |


| 126 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                                ./qs 83071400480492483032370887373871014591 |   116 ms | 6             |
|                                                ./qs 60331254982199159191437497912793799337 |   114 ms | 6             |
|                                                ./qs 53803129291924155449143819083387993061 |   114 ms | 6             |
|                                                ./qs 47250211695270045529410021594562340293 |   117 ms | 6             |
|                                                ./qs 54483386397873142439599631860490312083 |   117 ms | 2             |
|                                                ./qs 77273094674309542322733956628814425691 |   119 ms | 2             |
|                                                ./qs 73458974034203347679508515043627678871 |   119 ms | 6             |
|                                                ./qs 84345606843299549380684524825836102453 |   119 ms | 14            |
|                                                ./qs 64408229663602191694438212317638998029 |   119 ms | 2             |
|                                                ./qs 53303100118317117818580063264311660957 |   118 ms | 2             |
|                                                ./qs 74633985186617484899574346387550226221 |   118 ms | 6             |
|                                                ./qs 68853233820831757904038718239641104969 |   118 ms | 2             |
|                                                ./qs 57210151698087149816294069757783092509 |   117 ms | 2             |
|                                                ./qs 43255592700758886970363792137425133139 |   117 ms | 6             |
|                                                ./qs 72031795635993097269481691935821020771 |   116 ms | 2             |
|                                                ./qs 84968519663692494074230049095789276889 |   117 ms | 2             |
|                                                ./qs 84156817789079895135699859453650245363 |   118 ms | 2             |
|                                                ./qs 62216613543808678803833060864268582523 |   118 ms | 6             |
|                                                ./qs 52565005001812447718748974760735331033 |   117 ms | 6             |
|                                                ./qs 49152042458066501797993451878989692417 |   118 ms | 6             |


| 127 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                               ./qs 117572977854803657046988436712351667349 |   109 ms | 14            |
|                                                ./qs 86573031103186755275996088264984205229 |   116 ms | 6             |
|                                               ./qs 110608299096292841463015992889908259719 |   122 ms | 2             |
|                                                ./qs 92173285295378604770354216359366079699 |   120 ms | 6             |
|                                               ./qs 169977227225134669927434977418039607729 |   122 ms | 14            |
|                                                ./qs 91360268692797284414273660218005672707 |   119 ms | 2             |
|                                                ./qs 86230017146428492396330417978216149397 |   119 ms | 6             |
|                                               ./qs 138328899593582058664695424932474011791 |   119 ms | 2             |
|                                               ./qs 126675569053188482036565535204347548809 |   121 ms | 6             |
|                                                ./qs 85628368729910288902336334244703413521 |   122 ms | 6             |
|                                               ./qs 136660544920136206699339280746608309869 |   123 ms | 6             |
|                                               ./qs 138864726199563710598921565312013276201 |   123 ms | 6             |
|                                               ./qs 157083355888009562289749065243736436821 |   124 ms | 2             |
|                                               ./qs 133699823035058787184270015227909590363 |   124 ms | 6             |
|                                                ./qs 99980858098955958978467969457189679777 |   123 ms | 14            |
|                                               ./qs 121389649874440694238808536820807471309 |   123 ms | 2             |
|                                               ./qs 155600956693547106404426751450640226419 |   124 ms | 6             |
|                                               ./qs 141893978371983640008498121339087730297 |   125 ms | 6             |
|                                                ./qs 93739411686463470843736124553229898999 |   124 ms | 2             |
|                                               ./qs 147697830310069276448034049713681537911 |   125 ms | 6             |


| 128 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                               ./qs 179470523321398425600672154032356926423 |   115 ms | 6             |
|                                               ./qs 179087475934220407927816387210146637469 |   125 ms | 6             |
|                                               ./qs 227970182329104658450183360806616429069 |   130 ms | 6             |
|                                               ./qs 238824362286595982755246363688805151183 |   137 ms | 6             |
|                                               ./qs 190994230561754184762915645061410600631 |   137 ms | 6             |
|                                               ./qs 203166591288340111474739535406176105877 |   133 ms | 2             |
|                                               ./qs 172283663097778993538402202272449050299 |   133 ms | 6             |
|                                               ./qs 283881500325476065810124998532113407047 |   134 ms | 2             |
|                                               ./qs 242392490884718122989145125145708619963 |   133 ms | 2             |
|                                               ./qs 301464544242611834668656293128302191179 |   131 ms | 14            |
|                                               ./qs 307786213732334378061747081012699829561 |   129 ms | 6             |
|                                               ./qs 262601917124632703783556449452524019763 |   131 ms | 2             |
|                                               ./qs 257929839096713467261364135271701609291 |   131 ms | 6             |
|                                               ./qs 277727395797816524907758055744033337531 |   132 ms | 6             |
|                                               ./qs 271469327360567613123980635398811216301 |   133 ms | 2             |
|                                               ./qs 184141087267538255832887681361243230209 |   133 ms | 2             |
|                                               ./qs 334359856115679823335807268409063823751 |   133 ms | 2             |
|                                               ./qs 315028989351971865493872830116034212813 |   132 ms | 2             |
|                                               ./qs 193125225737933806438129428135967320841 |   132 ms | 6             |
|                                               ./qs 263140981102593273822025401138892201043 |   133 ms | 2             |


| 129 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                               ./qs 354517053658170618377261841328034766041 |   118 ms | 14            |
|                                               ./qs 605141582525648298604930824318902182351 |   116 ms | 14            |
|                                               ./qs 372763445467167427284091258969171709303 |   121 ms | 2             |
|                                               ./qs 546927646877645827758381502920968355307 |   127 ms | 2             |
|                                               ./qs 642423574861154334918014935671550905043 |   129 ms | 2             |
|                                               ./qs 446577629649320240289832086770202746177 |   125 ms | 6             |
|                                               ./qs 341076784717498299773640653608805908697 |   124 ms | 6             |
|                                               ./qs 574816928337694356557352409447906707409 |   123 ms | 6             |
|                                               ./qs 662669018024530049390457572545378195009 |   120 ms | 2             |
|                                               ./qs 643269463145790967325861131365391256587 |   121 ms | 6             |
|                                               ./qs 368344576045743297213275166167903732779 |   123 ms | 30            |
|                                               ./qs 515467397842494649542688340497624176283 |   124 ms | 6             |
|                                               ./qs 392015926430554126666733127567026685493 |   125 ms | 2             |
|                                               ./qs 653417683537134865248058769465363888993 |   124 ms | 2             |
|                                               ./qs 620965505165913025113032818195283083427 |   125 ms | 2             |
|                                               ./qs 562307278228265604755861994331141840817 |   125 ms | 6             |
|                                               ./qs 618295873230087665954050529152491852511 |   126 ms | 6             |
|                                               ./qs 667640764138217358188088292755187295657 |   126 ms | 6             |
|                                               ./qs 370731998577664166430029210419057553297 |   126 ms | 2             |
|                                               ./qs 667276639977799330184740203052530506047 |   126 ms | 6             |


| 130 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                               ./qs 844173510813456819211242482113025719639 |   144 ms | 6             |
|                                               ./qs 834660801462360733550704629387573066311 |   142 ms | 2             |
|                                              ./qs 1241750621176122217704923109012555045763 |   136 ms | 2             |
|                                               ./qs 905222957351698047952327719777836772877 |   133 ms | 2             |
|                                              ./qs 1316704687318777604952837726674612658767 |   129 ms | 2             |
|                                               ./qs 953747639874589737284655663979794652289 |   127 ms | 2             |
|                                               ./qs 875961685256109073975088079800551879261 |   126 ms | 6             |
|                                               ./qs 987259616431223942711870197788154580999 |   127 ms | 2             |
|                                               ./qs 850518882607383606529927453159188422431 |   128 ms | 6             |
|                                              ./qs 1218645548211854901252236849301490749941 |   129 ms | 2             |
|                                               ./qs 711318796537822113626045374137087180661 |   128 ms | 2             |
|                                               ./qs 841763550520702730423418380919514953239 |   130 ms | 2             |
|                                               ./qs 726185096004162697148482302781110195257 |   131 ms | 2             |
|                                              ./qs 1347113036584460652643731926198986088231 |   131 ms | 30            |
|                                               ./qs 889607018364997998305034071252649849319 |   130 ms | 28            |
|                                              ./qs 1123201636177099630167317661243168375829 |   131 ms | 2             |
|                                               ./qs 785448267397375613073825407850962942609 |   131 ms | 2             |
|                                               ./qs 842317866623899060488162750747145668137 |   133 ms | 6             |
|                                               ./qs 944761439937111027088712090795019623219 |   133 ms | 6             |
|                                               ./qs 912319690419435798651028688883150477557 |   133 ms | 6             |


| 131 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                              ./qs 1475971945025043409657434337046107735951 |   149 ms | 2             |
|                                              ./qs 1406336486387205233467846127947400265233 |   164 ms | 2             |
|                                              ./qs 1610568473695178854668648779935816973113 |   156 ms | 2             |
|                                              ./qs 1488453287630788434901109700357717773791 |   148 ms | 6             |
|                                              ./qs 1772225728391863023840094847657418965981 |   148 ms | 2             |
|                                              ./qs 1463055205654313732794046396097267263107 |   147 ms | 2             |
|                                              ./qs 1996125936001292011067546046978816506153 |   151 ms | 2             |
|                                              ./qs 1825514914624661866856554229872069227529 |   148 ms | 2             |
|                                              ./qs 1855111976592647124024597756411192276217 |   148 ms | 2             |
|                                              ./qs 2397077704979900192236155035835358847929 |   148 ms | 6             |
|                                              ./qs 2543296077698786319036261884630523897697 |   148 ms | 2             |
|                                              ./qs 1647881164123031410291529286553667937307 |   147 ms | 2             |
|                                              ./qs 1483001589077832258013242212813292086243 |   146 ms | 2             |
|                                              ./qs 2116738651270498394838637097628966979343 |   146 ms | 6             |
|                                              ./qs 1385208136137644706613735057748507158009 |   146 ms | 2             |
|                                              ./qs 1507787021948117604626780751930204050779 |   151 ms | 6             |
|                                              ./qs 1644157083863783380856515284683976472211 |   150 ms | 2             |
|                                              ./qs 2133992146820689206780784542890904451217 |   150 ms | 6             |
|                                              ./qs 1791391654792527927665821380182032656971 |   150 ms | 2             |
|                                              ./qs 2362250296003164329925173527021648271089 |   149 ms | 6             |


| 132 bits Quadratic Sieve testing command                                                    | average  | factors shown |
--------------------------------------------------------------------------------------------------------------------------
|                                              ./qs 3890866411111824771929185029048891978109 |   134 ms | 2             |
|                                              ./qs 4803168034937297856922203125169757845529 |   141 ms | 14            |
|                                              ./qs 4767795141033313657121018129937151069141 |   134 ms | 14            |
|                                              ./qs 3372467980381659635813414989153473513461 |   134 ms | 6             |
|                                              ./qs 3810363839801458201709055645740446812917 |   141 ms | 2             |
|                                              ./qs 4211440261977258332499488249203710533629 |   139 ms | 6             |
|                                              ./qs 5335100794735796145999804745847333928187 |   142 ms | 6             |
|                                              ./qs 5401476380736869948141688968723237047769 |   142 ms | 2             |
|                                              ./qs 3916632562972697305229017622968447288717 |   143 ms | 6             |
|                                              ./qs 4621042535025542969974244658086147551597 |   143 ms | 14            |
